measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,District of Columbia,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.935635737090479,3.427206424988658,2.4909158975435375
Deaths,District of Columbia,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,4.13304317487731,4.715108381499752,3.621754834497506
Deaths,District of Columbia,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,31.899281799427857,36.65779690888608,27.57252663637345
Deaths,District of Columbia,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,15.53946752204343,18.197577266280575,13.39418564174333
Deaths,District of Columbia,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,23.017646843464814,26.183448282780283,20.17307945351573
Deaths,District of Columbia,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,299.1273647029739,334.2097894953614,263.8218233467507
Deaths,District of Columbia,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,189.4647938915637,225.05337020504106,143.09705228533684
Deaths,District of Columbia,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,225.6349555860742,257.2572850410878,184.88394123079644
Deaths,District of Columbia,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,5.299407368575488,6.730482035483495,4.154492975242883
Deaths,District of Columbia,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,3.5340630057155784,4.502359087865549,2.7648690448925164
Deaths,District of Columbia,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,4.422878592595839,5.43519132483359,3.555139849770477
Deaths,New Hampshire,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.706784453968801,1.9885206881657154,1.459144932558474
Deaths,New Hampshire,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.1802643427612625,1.364022812124355,1.0036129957909046
Deaths,New Hampshire,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.4430052998028118,1.6458339925106558,1.2531960231773183
Deaths,New Hampshire,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,11.902178091860415,13.82330083163713,10.153132638914899
Deaths,New Hampshire,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,9.406950479921079,11.045715752602458,8.024943340164695
Deaths,New Hampshire,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,10.642941586380205,12.234088854887114,9.177054233021593
Deaths,New Hampshire,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,215.6626934926091,239.71716658568067,187.82588771183094
Deaths,New Hampshire,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,211.536017139809,241.81639223660534,171.7245563231074
Deaths,New Hampshire,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,213.17227851827556,239.80449237396246,179.6137769607021
Deaths,New Hampshire,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,0.8575382117711078,1.031156952582897,0.7047715825337296
Deaths,New Hampshire,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,0.8489254944960183,1.0273904040738748,0.6930691736563898
Deaths,New Hampshire,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,0.8533353629599827,1.0099885684266323,0.7105129835884963
Deaths,Vermont,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.7291505861917802,2.0028766862883782,1.4879206902696902
Deaths,Vermont,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.4728856845406342,1.700826232102917,1.2728838308598498
Deaths,Vermont,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.6003386952238638,1.816185616297207,1.3920867307781082
Deaths,Vermont,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,12.167852081021458,14.147091329660645,10.41203965419994
Deaths,Vermont,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,9.267350486098762,10.921332867619837,7.823902901454723
Deaths,Vermont,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,10.702120653371997,12.415613075911377,9.2249668264699
Deaths,Vermont,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,221.05073769620188,248.3450875456497,194.60115153444116
Deaths,Vermont,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,223.13853037490517,255.1306999623745,183.86712640185985
Deaths,Vermont,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,222.3030304591828,248.06159213461424,191.65828333738006
Deaths,Vermont,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,0.845263110328271,1.0456820514766798,0.6697212200316658
Deaths,Vermont,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.028055959404658,1.2506614751655556,0.8433450922787679
Deaths,Vermont,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,0.9341370763342636,1.122424976965818,0.7714556844167367
Deaths,Texas,Male,15-49 years,Chronic respiratory diseases,Rate,2001,2.493773850788391,2.7735430170078543,2.2249860860598907
Deaths,Texas,Female,15-49 years,Chronic respiratory diseases,Rate,2001,2.3388645323001924,2.673307091066427,2.0076867222247015
Deaths,Texas,Both,15-49 years,Chronic respiratory diseases,Rate,2001,2.4175684820832846,2.6244554296272957,2.2042311009421494
Deaths,Texas,Male,50-69 years,Chronic respiratory diseases,Rate,2001,66.72423624648394,72.42754996729202,61.002067970235395
Deaths,Texas,Female,50-69 years,Chronic respiratory diseases,Rate,2001,56.14097300593859,62.04718104077007,45.31109861292796
Deaths,Texas,Both,50-69 years,Chronic respiratory diseases,Rate,2001,61.25747418673801,65.4671720735351,55.44965510517043
Deaths,Texas,Male,70+ years,Chronic respiratory diseases,Rate,2001,600.9537535337973,642.4135666283314,548.5025823145604
Deaths,Texas,Female,70+ years,Chronic respiratory diseases,Rate,2001,418.11291167654144,470.95785738906477,314.17717144134315
Deaths,Texas,Both,70+ years,Chronic respiratory diseases,Rate,2001,491.2141200424647,530.4279686648368,416.91326222745323
Deaths,Texas,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.5188181912351119,0.643783352575879,0.41190453410238126
Deaths,Texas,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.41683093535014765,0.5270934517190384,0.3232963612601782
Deaths,Texas,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.4689917349050567,0.555023125749758,0.39477970625936076
Deaths,Utah,Male,15-49 years,Chronic respiratory diseases,Rate,2001,2.080992246115368,2.480313222793552,1.746632181121543
Deaths,Utah,Female,15-49 years,Chronic respiratory diseases,Rate,2001,1.9371800835631938,2.419847190443329,1.5806492612747416
Deaths,Utah,Both,15-49 years,Chronic respiratory diseases,Rate,2001,2.010177122284903,2.3286148012766485,1.7555135438792673
Deaths,Utah,Male,50-69 years,Chronic respiratory diseases,Rate,2001,62.27977126057237,69.70454310649802,55.57492357969136
Deaths,Utah,Female,50-69 years,Chronic respiratory diseases,Rate,2001,48.442911391661355,57.624736804027954,40.39413279202305
Deaths,Utah,Both,50-69 years,Chronic respiratory diseases,Rate,2001,55.228738704869336,61.043669489645666,49.9785091673624
Deaths,Utah,Male,70+ years,Chronic respiratory diseases,Rate,2001,601.1884479251412,656.0395984125672,546.5301789340958
Deaths,Utah,Female,70+ years,Chronic respiratory diseases,Rate,2001,387.22785955510113,439.65320233766556,320.7059468940183
Deaths,Utah,Both,70+ years,Chronic respiratory diseases,Rate,2001,478.32373210859174,520.5871248145002,427.9888662012162
Deaths,Utah,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.5768471558309249,0.7683620390238455,0.425755709083858
Deaths,Utah,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.31199418070512336,0.43135541728483695,0.22116165223399928
Deaths,Utah,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.44817642900905297,0.562080811975673,0.35459725455898716
Deaths,Iowa,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.9795074183723647,2.2901884574240574,1.7313422413906667
Deaths,Iowa,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.6001297865599933,1.8428513394579813,1.3914910092723694
Deaths,Iowa,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.7923368428461433,2.028024621850379,1.5935288061950577
Deaths,Iowa,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,17.196860818047053,19.547327899472076,15.005531718978803
Deaths,Iowa,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,12.261973717399952,14.02252097861323,10.583486161959563
Deaths,Iowa,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,14.664377766928087,16.636802545628118,12.846918973976308
Deaths,Iowa,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,306.1170222172022,338.1720114208946,269.25942094755413
Deaths,Iowa,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,289.10110577382625,329.26040910546266,234.06229733936883
Deaths,Iowa,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,295.7011338233458,329.3013080087272,250.25271998665414
Deaths,Iowa,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.4514373053321883,1.747814995804755,1.199397901604203
Deaths,Iowa,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.3520365079695427,1.6193209947093397,1.1148174314247823
Deaths,Iowa,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.403042296819124,1.636318300863061,1.186089074604628
Deaths,Idaho,Male,15-49 years,Chronic respiratory diseases,Rate,2001,2.5534588465085584,3.059604553757554,2.0945418338962396
Deaths,Idaho,Female,15-49 years,Chronic respiratory diseases,Rate,2001,2.4460366280384584,2.9427271080791138,1.9094886058112621
Deaths,Idaho,Both,15-49 years,Chronic respiratory diseases,Rate,2001,2.5008034516605373,2.8727704686176883,2.161228332264264
Deaths,Idaho,Male,50-69 years,Chronic respiratory diseases,Rate,2001,70.30455176395152,78.94049503491854,62.47285624030259
Deaths,Idaho,Female,50-69 years,Chronic respiratory diseases,Rate,2001,55.874562376296375,64.40964431651878,42.27633328025132
Deaths,Idaho,Both,50-69 years,Chronic respiratory diseases,Rate,2001,63.09365059390953,69.20438496891106,56.10624323745051
Deaths,Idaho,Male,70+ years,Chronic respiratory diseases,Rate,2001,696.3908981129285,757.6125228350894,633.965519237754
Deaths,Idaho,Female,70+ years,Chronic respiratory diseases,Rate,2001,440.7202064056733,506.0613498073855,313.917850809505
Deaths,Idaho,Both,70+ years,Chronic respiratory diseases,Rate,2001,549.2813941402497,597.8403006397504,465.90477366873245
Deaths,Idaho,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.6738743250261909,0.8756098994510157,0.495330667431891
Deaths,Idaho,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.47123970658022163,0.6345797540079339,0.3331725111960428
Deaths,Idaho,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.5752470642208511,0.7081603793544465,0.46026737254645766
Deaths,Arkansas,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2002,3.5650632208958495,4.008954500706652,3.134778549149325
Deaths,Arkansas,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2002,2.7865843514812365,3.1489877953409278,2.3854874885405963
Deaths,Arkansas,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2002,3.1771999741700414,3.5331440722156175,2.823805937015137
Deaths,Arkansas,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2002,25.14126849960182,28.313462220561558,22.05311411952211
Deaths,Arkansas,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2002,17.721407038778125,20.078591769079843,15.309260033556656
Deaths,Arkansas,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2002,21.295640316986706,23.87416037660613,18.815616274269146
Deaths,Arkansas,Male,70+ years,Respiratory infections and tuberculosis,Rate,2002,325.5975259748296,359.06389650166216,289.9532387777539
Deaths,Arkansas,Female,70+ years,Respiratory infections and tuberculosis,Rate,2002,299.9704541228473,337.96221168855254,256.12797204775643
Deaths,Arkansas,Both,70+ years,Respiratory infections and tuberculosis,Rate,2002,310.11897562888686,344.197041610944,270.1529640893842
Deaths,Arkansas,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2002,2.928793059717367,3.611374443924899,2.328658295954924
Deaths,Arkansas,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2002,2.124457342425691,2.661084576434275,1.7307069535294775
Deaths,Arkansas,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2002,2.5365930921554263,3.0424293613098263,2.137114571398067
Deaths,Kentucky,Male,15-49 years,Chronic respiratory diseases,Rate,2001,3.806812139722261,4.4386046468073665,3.232941685786657
Deaths,Kentucky,Female,15-49 years,Chronic respiratory diseases,Rate,2001,3.8269018958147663,4.569439453570904,2.516305788477823
Deaths,Kentucky,Both,15-49 years,Chronic respiratory diseases,Rate,2001,3.816827133917081,4.307891240868479,3.125283542219722
Deaths,Kentucky,Male,50-69 years,Chronic respiratory diseases,Rate,2001,100.594291559174,110.15614532752932,91.68175201240935
Deaths,Kentucky,Female,50-69 years,Chronic respiratory diseases,Rate,2001,85.35295517960317,96.64932594873514,54.08589630850787
Deaths,Kentucky,Both,50-69 years,Chronic respiratory diseases,Rate,2001,92.69720562355504,100.7306811593343,75.04560860993352
Deaths,Kentucky,Male,70+ years,Chronic respiratory diseases,Rate,2001,791.3457654468657,846.9204719566206,726.4829954487233
Deaths,Kentucky,Female,70+ years,Chronic respiratory diseases,Rate,2001,491.64221355885854,568.5412436216542,337.84893945759717
Deaths,Kentucky,Both,70+ years,Chronic respiratory diseases,Rate,2001,606.5616080296442,661.5048175580139,504.15263590931835
Deaths,Kentucky,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.665349028256197,0.8812666877737705,0.5053136281629299
Deaths,Kentucky,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.48943943760016956,0.6498766497707971,0.3463045990714804
Deaths,Kentucky,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.5798104262134418,0.7137202544521752,0.4681021480395487
Deaths,West Virginia,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,3.1619596924853766,3.6477569445842812,2.760203136263336
Deaths,West Virginia,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.1690655970599555,2.4856381202907953,1.8924600107979
Deaths,West Virginia,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.665087940395359,3.035870856944558,2.3520572313407326
Deaths,West Virginia,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,22.15956661114491,25.30776685987753,19.38996707315631
Deaths,West Virginia,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,15.559490390484864,17.978950982262457,13.40518603375155
Deaths,West Virginia,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,18.761224319919553,21.242007776604126,16.462885974028254
Deaths,West Virginia,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,285.0750791298166,314.1656939600566,253.50219474004027
Deaths,West Virginia,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,252.97017540324467,285.98749666413204,211.8592083345661
Deaths,West Virginia,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,265.35381229598164,292.6112668537417,230.27828876488647
Deaths,West Virginia,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,2.0037493995403284,2.412701044390659,1.6723394078306242
Deaths,West Virginia,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.7076125393367405,2.0813603960984137,1.416971801828954
Deaths,West Virginia,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.8597585868816133,2.1928083838994095,1.5721837234953024
Deaths,Illinois,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.7733492842532983,3.0752129490323235,2.486308111221708
Deaths,Illinois,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.9124454523748045,2.1633803768103173,1.691851932693798
Deaths,Illinois,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.3461280483335565,2.578835850035247,2.1146512575938448
Deaths,Illinois,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,20.665916284135065,23.360168717476135,18.188748698572955
Deaths,Illinois,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,13.740510010318982,15.496424777480822,12.122482459920707
Deaths,Illinois,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,17.05405571772236,19.077448658631884,15.133003351044106
Deaths,Illinois,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,296.6475774546943,326.3151897890524,262.77837287977
Deaths,Illinois,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,256.3186981889608,289.1569014829974,208.26418816218174
Deaths,Illinois,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,271.7353625817237,301.3098802649016,229.924404428523
Deaths,Illinois,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,2.0054259146740834,2.339584439152874,1.697546961295971
Deaths,Illinois,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.7517951994317287,2.1024318831774886,1.460386267418929
Deaths,Illinois,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.8815704198121608,2.145326737459393,1.6316454431792333
Deaths,Montana,Male,15-49 years,Chronic respiratory diseases,Rate,2001,3.124953629990927,3.7302172141313283,2.589514028893393
Deaths,Montana,Female,15-49 years,Chronic respiratory diseases,Rate,2001,3.00732461083947,3.717683732381924,2.168580662377335
Deaths,Montana,Both,15-49 years,Chronic respiratory diseases,Rate,2001,3.0668351451698697,3.5231305598396903,2.5708741877776444
Deaths,Montana,Male,50-69 years,Chronic respiratory diseases,Rate,2001,76.95833382302943,85.71379173830448,67.75959746794896
Deaths,Montana,Female,50-69 years,Chronic respiratory diseases,Rate,2001,62.73823006970075,74.06941574693609,43.73054408214933
Deaths,Montana,Both,50-69 years,Chronic respiratory diseases,Rate,2001,69.91183784654108,77.15602310912534,59.96177272057245
Deaths,Montana,Male,70+ years,Chronic respiratory diseases,Rate,2001,767.1629745207115,832.7043802928513,696.1281549926515
Deaths,Montana,Female,70+ years,Chronic respiratory diseases,Rate,2001,551.3439905560612,641.2453155840864,325.3097336724874
Deaths,Montana,Both,70+ years,Chronic respiratory diseases,Rate,2001,642.9462715245029,709.1259342719526,504.6661242123735
Deaths,Montana,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.8671290794998413,1.1370553445629705,0.6398697455788275
Deaths,Montana,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.5321261951046098,0.7384520665027123,0.34723020668452664
Deaths,Montana,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.704304737173922,0.8703157219160677,0.5449130326617546
Deaths,Maryland,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2002,3.3375492699475955,3.7478314488077196,2.9536535814356277
Deaths,Maryland,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2002,2.1369987766289267,2.410850731600601,1.8777781578889132
Deaths,Maryland,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2002,2.7242660722739567,2.9777598504391145,2.486332771726338
Deaths,Maryland,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2002,20.154749895371687,22.576559291433668,17.829252551566444
Deaths,Maryland,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2002,13.402629556499932,15.155113966132005,11.797658331129938
Deaths,Maryland,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2002,16.616158971464127,18.442610262368365,14.921292762612836
Deaths,Maryland,Male,70+ years,Respiratory infections and tuberculosis,Rate,2002,283.98147167341807,314.0961129380348,253.38373037926968
Deaths,Maryland,Female,70+ years,Respiratory infections and tuberculosis,Rate,2002,237.55606209021124,265.53378360835995,200.09357453115584
Deaths,Maryland,Both,70+ years,Respiratory infections and tuberculosis,Rate,2002,255.762263808133,280.68016836624474,224.10074035893052
Deaths,Maryland,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2002,1.5715000127092658,1.8766250055625697,1.3152036815810992
Deaths,Maryland,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2002,1.3362235812392909,1.602255909061207,1.1264982045641514
Deaths,Maryland,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2002,1.4565908817693547,1.6844747577023709,1.245949556020469
Deaths,Hawaii,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.637408763380683,3.0394391520906727,2.254641704843894
Deaths,Hawaii,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.854813077460864,2.131026862974744,1.5989360384601137
Deaths,Hawaii,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.258493382918137,2.5426687790338507,1.987515471356272
Deaths,Hawaii,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,18.06663784466617,20.962155839509943,15.692269151878055
Deaths,Hawaii,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,11.430435659870422,13.260313900604602,9.870536025221126
Deaths,Hawaii,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,14.67685050437887,16.775749405780754,12.834661498355754
Deaths,Hawaii,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,259.28247379967695,291.6466311053461,222.4748034821856
Deaths,Hawaii,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,163.133755042489,189.86157700643005,127.09664809425095
Deaths,Hawaii,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,205.4364567786591,231.67232847596833,169.79035605359226
Deaths,Hawaii,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,2.471109365693426,3.0393511582082304,1.957224647459074
Deaths,Hawaii,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.9309874125052948,2.426641865933169,1.5439204827810318
Deaths,Hawaii,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,2.20864234715288,2.672009407349358,1.7853091975906286
Deaths,Utah,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.071241915439736,2.360393729962809,1.8291460285363137
Deaths,Utah,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.7574430916595096,2.019605195849153,1.5170746828083015
Deaths,Utah,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.916722977893057,2.1415849481679947,1.7098499869327968
Deaths,Utah,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,15.729892579464071,18.125631207478506,13.665370323292118
Deaths,Utah,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,12.913478707118838,14.996415341976451,11.103079775694708
Deaths,Utah,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,14.29469513637518,16.176224189761317,12.64683075620018
Deaths,Utah,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,304.07317347648717,336.12905513235114,272.3298659546038
Deaths,Utah,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,318.66090468187696,355.0818586900074,276.0154258165869
Deaths,Utah,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,312.4500313950988,342.280600230398,276.2297198218368
Deaths,Utah,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.7917303874041974,2.2121177769679403,1.4663771884687995
Deaths,Utah,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.4246694614377744,1.7030490131659564,1.18878458790842
Deaths,Utah,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.6134050500747792,1.9255878651827691,1.3534750712138583
Deaths,Indiana,Male,15-49 years,Chronic respiratory diseases,Rate,2001,3.464997971328113,3.9502694457475456,2.9989510659943295
Deaths,Indiana,Female,15-49 years,Chronic respiratory diseases,Rate,2001,3.1566625048674233,3.6411451269113386,2.25967782529137
Deaths,Indiana,Both,15-49 years,Chronic respiratory diseases,Rate,2001,3.3120502349375984,3.6592512117398126,2.8188719315568536
Deaths,Indiana,Male,50-69 years,Chronic respiratory diseases,Rate,2001,76.7199752204264,83.40554885336726,69.75450219464086
Deaths,Indiana,Female,50-69 years,Chronic respiratory diseases,Rate,2001,68.3558322151817,77.06292158116136,47.54489105044823
Deaths,Indiana,Both,50-69 years,Chronic respiratory diseases,Rate,2001,72.3961682098663,77.93556038728548,61.03950279570204
Deaths,Indiana,Male,70+ years,Chronic respiratory diseases,Rate,2001,676.8529369906896,722.6531917779681,614.0083405229379
Deaths,Indiana,Female,70+ years,Chronic respiratory diseases,Rate,2001,457.78011408185176,526.434127167362,314.0457299731309
Deaths,Indiana,Both,70+ years,Chronic respiratory diseases,Rate,2001,542.1037009344465,592.1141336845494,446.6362913129936
Deaths,Indiana,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.6256492253616918,0.8172599690480077,0.46953357610282465
Deaths,Indiana,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.4086464807647102,0.5532136113771631,0.29397611255359485
Deaths,Indiana,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.5199323908004556,0.631676790106559,0.41992155832939976
Deaths,Connecticut,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2002,2.1225133228007906,2.428603906513426,1.8404163733442473
Deaths,Connecticut,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2002,1.558061881765849,1.7881664238952102,1.3481650822467488
Deaths,Connecticut,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2002,1.8383198759472315,2.080556466765065,1.6240285917114186
Deaths,Connecticut,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2002,14.867317919607613,17.006772741803086,12.93702024508281
Deaths,Connecticut,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2002,10.22014202742532,11.842618825215935,8.837759050645758
Deaths,Connecticut,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2002,12.444892313033433,14.204421954745278,10.920551623625808
Deaths,Connecticut,Male,70+ years,Respiratory infections and tuberculosis,Rate,2002,281.02770163291075,313.745661576303,243.80445477860084
Deaths,Connecticut,Female,70+ years,Respiratory infections and tuberculosis,Rate,2002,243.8099483921711,281.653493052579,192.43277256748794
Deaths,Connecticut,Both,70+ years,Respiratory infections and tuberculosis,Rate,2002,258.27724334889274,290.9598077117853,214.94041453936592
Deaths,Connecticut,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2002,1.1254089010803192,1.3793619074013006,0.9149758853306966
Deaths,Connecticut,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2002,0.8947276202812884,1.0757608457100531,0.748389681759578
Deaths,Connecticut,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2002,1.0127972200767408,1.1972210724542198,0.8507029967933675
Deaths,New York,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.8316585998768744,3.167739363898538,2.526290149810395
Deaths,New York,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.945229560945535,2.1731217091779373,1.7489463644757859
Deaths,New York,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.384098712428642,2.611678210290057,2.164651260259167
Deaths,New York,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,24.000042281818427,26.780929973122912,21.417082216979406
Deaths,New York,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,15.015101686022707,16.817664600483493,13.36129905245485
Deaths,New York,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,19.21253904142371,21.33108523728342,17.29756247136222
Deaths,New York,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,295.0913022747979,325.4099018007668,262.2527683156549
Deaths,New York,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,227.74275258241832,257.9308901379018,187.01744675334172
Deaths,New York,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,253.2558652602289,279.98147014528945,217.20852267737737
Deaths,New York,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,2.040805334261517,2.3814087398038453,1.734340668986441
Deaths,New York,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.4777883003100192,1.7451823350229185,1.249377175197641
Deaths,New York,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.766003224016711,2.0030656617894143,1.5551752620740749
