measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Utah,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,18.75478393161547,20.339668611637077,16.882720497175015
Deaths,Alabama,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,32.130186072655256,34.93729689556555,28.829096343225515
Deaths,New Hampshire,Both,All Ages,Chronic respiratory diseases,Rate,2005,62.689032508855185,68.8762519434509,50.36110340773225
Deaths,Vermont,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,19.051231067784165,21.115012837822224,16.339184815669707
Deaths,Alabama,Both,All Ages,Chronic respiratory diseases,Rate,2004,76.75887774594518,82.58188755903325,62.10207118720781
Deaths,Alaska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,9.763966724391649,10.60396283712617,8.855354887755402
Deaths,New Hampshire,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,21.61196026789039,23.80863380100657,18.558386822935994
Deaths,Kentucky,Both,All Ages,Chronic respiratory diseases,Rate,2004,74.3659398395271,80.38016025231839,59.21288118793095
Deaths,Vermont,Both,All Ages,Chronic respiratory diseases,Rate,2005,65.39664812745772,71.59633720383411,51.89207433248565
Deaths,Arizona,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,23.74073657056198,25.65087029083799,21.003776484660168
Deaths,Iowa,Both,All Ages,Chronic respiratory diseases,Rate,2005,68.2570405705505,73.71589375003278,57.4163115943119
Deaths,Kentucky,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,30.9942324620591,33.996203322825615,27.181269096938355
Deaths,New Jersey,Both,All Ages,Chronic respiratory diseases,Rate,2005,47.737943937063974,51.91636157014552,41.72322434955923
Deaths,Kansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,29.2528966260953,32.387805089957304,25.329647068639943
Deaths,Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2005,52.86975576589939,57.090038187087266,44.3977339980894
Deaths,Wisconsin,Both,All Ages,Chronic respiratory diseases,Rate,2004,55.369907328952486,59.62451857853342,47.65605219475297
Deaths,Indiana,Both,All Ages,Chronic respiratory diseases,Rate,2005,67.60243167605728,73.7686761674783,53.91048379330572
Deaths,Alabama,Both,All Ages,Chronic respiratory diseases,Rate,2005,77.53626997809707,83.61896520356606,62.72613710770772
Deaths,North Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,26.342140707232954,28.539807757316904,23.433953028296564
Deaths,Wisconsin,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,25.382829087218646,27.76715541258292,21.746233914685547
Deaths,Alabama,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,31.382925960958584,34.05934714251708,28.20558336369491
Deaths,West Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,32.6537746993244,35.63621643949442,28.744307298358432
Deaths,New Jersey,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,23.47138363559865,25.70812770775027,20.426511956880876
Deaths,North Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2004,59.1740988490696,63.524410264562796,49.61420565116225
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2004,57.16733553678641,62.17638279534447,46.42764799904993
Deaths,Wyoming,Both,All Ages,Chronic respiratory diseases,Rate,2004,71.94676553492637,78.43743135338772,56.70791023539422
Deaths,Arkansas,Both,All Ages,Chronic respiratory diseases,Rate,2004,69.02088979044748,74.1236615777248,58.77311164133002
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,28.007195502371093,30.582284060481857,24.56512932703945
Deaths,Washington,Both,All Ages,Chronic respiratory diseases,Rate,2005,53.61991124523558,58.18325625934873,43.633100041297396
Deaths,Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,24.18644765401839,26.321705970675602,21.294159946291877
Deaths,Indiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,24.49244569207863,26.948132595170602,21.21230349689743
Deaths,Louisiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,27.650870249573146,29.964787537160333,24.590162149630284
Deaths,Maine,Both,All Ages,Chronic respiratory diseases,Rate,2004,78.458923597232,85.78923427060529,62.3684974091521
Deaths,New Mexico,Both,All Ages,Chronic respiratory diseases,Rate,2005,58.68798796030863,63.53054356047843,49.433774495533456
Deaths,Iowa,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,32.645218532075106,36.02202502552501,28.399952790251717
Deaths,North Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2004,56.846592175494344,62.29785421853456,49.68971230755146
Deaths,Kansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,29.80933669081412,32.916713650518176,25.57553307808489
Deaths,Washington,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,16.8885545624762,18.395852202192522,14.897326187770334
Deaths,Alaska,Both,All Ages,Chronic respiratory diseases,Rate,2005,31.469576707135147,34.60992942251672,25.620476114967285
Deaths,Wyoming,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,26.587977089279306,29.28283517564451,23.16929209414193
Deaths,Louisiana,Both,All Ages,Chronic respiratory diseases,Rate,2004,56.55688438401209,60.75464763904886,48.96193282589773
Deaths,Ohio,Both,All Ages,Chronic respiratory diseases,Rate,2004,67.41417407724984,72.73191720918464,55.01217253212768
Deaths,New York,Both,All Ages,Chronic respiratory diseases,Rate,2005,43.94418077420388,47.493500743670815,38.68194772639757
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2005,59.53054501387761,64.51142545364715,48.19180055671548
Deaths,Arkansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,34.8420448397962,38.041289042564834,30.988481641973504
Deaths,Alaska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,9.753903055670648,10.635556449126193,8.764813384105365
Deaths,North Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2005,60.512537449087915,64.98688279700742,49.71864801733953
Deaths,California,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,23.205533099328406,25.361745130216466,20.117491964064783
Deaths,West Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,32.40267772516879,35.301758613707825,28.50934531465558
Deaths,North Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,27.557997318733246,30.81447513092501,23.09032736971487
Deaths,Wisconsin,Both,All Ages,Chronic respiratory diseases,Rate,2005,57.49047009911496,62.04596887350679,48.93538563688494
Deaths,New Mexico,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,21.17192467717259,23.129805751419912,18.47032285361261
Deaths,Kentucky,Both,All Ages,Chronic respiratory diseases,Rate,2005,76.19135336845743,82.33315669256616,60.16551690802293
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,27.83811858618107,30.417605290763884,24.271940532753757
Deaths,Kansas,Both,All Ages,Chronic respiratory diseases,Rate,2005,68.86814151504215,74.90807198523818,54.73985191496274
Deaths,Maryland,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,24.45753683407383,26.432697949829556,21.9081992221232
Deaths,Ohio,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,24.89716541300773,27.32835014393116,21.79953308762184
Deaths,Louisiana,Both,All Ages,Chronic respiratory diseases,Rate,2005,59.30299237673635,63.85500548465667,50.863329819584536
Deaths,Maryland,Both,All Ages,Chronic respiratory diseases,Rate,2004,45.93159202374389,49.51998008822574,39.45287389022956
Deaths,Arkansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,34.816597682551254,38.09827226888776,31.104650644921144
Deaths,Wyoming,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,26.252616637800145,29.043601978226402,22.89843021217406
Deaths,Oklahoma,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,29.911035763722804,32.71357358085477,26.43053510833384
Deaths,Arkansas,Both,All Ages,Chronic respiratory diseases,Rate,2005,70.34056124586535,75.4736224802606,59.4672266680437
Deaths,North Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,27.6181969968676,30.985847599924778,23.091963122427256
Deaths,North Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,26.246788560387046,28.543564676511174,23.2814542775387
Deaths,Oregon,Both,All Ages,Chronic respiratory diseases,Rate,2004,64.5694732383496,69.9183676389569,52.54861199078917
Deaths,Connecticut,Both,All Ages,Chronic respiratory diseases,Rate,2004,55.26847624880654,60.85498412293769,46.08466349157193
Deaths,Arizona,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,23.796803575357135,25.735523815379967,21.139456912182567
Deaths,Colorado,Both,All Ages,Chronic respiratory diseases,Rate,2004,51.56083956187706,55.48248841151476,42.402554111142265
Deaths,North Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2005,58.08248879490799,63.86385473901106,50.890509920110276
Deaths,Maine,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,28.80166311229376,31.922683811846834,24.673784232826733
Deaths,Louisiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,28.366542638308882,30.795392565281965,25.091582841533178
Deaths,Massachusetts,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,35.33335420858985,39.1672193697536,30.019671681443405
Deaths,Michigan,Both,All Ages,Chronic respiratory diseases,Rate,2004,56.09700920264601,60.786631979909096,47.34818363563383
Deaths,California,Both,All Ages,Chronic respiratory diseases,Rate,2004,43.85392802979588,47.331200701877776,36.659396010350285
Deaths,California,Both,All Ages,Chronic respiratory diseases,Rate,2005,44.214871139675516,47.69015080496085,36.75924332506981
Deaths,Oklahoma,Both,All Ages,Chronic respiratory diseases,Rate,2005,77.15086210447474,83.39283280103135,61.60334138006965
Deaths,Pennsylvania,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,30.354858199510222,33.44456116578648,26.443072148051755
Deaths,Oklahoma,Both,All Ages,Chronic respiratory diseases,Rate,2004,73.04355208646541,78.6291130659654,58.84859159101983
Deaths,West Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2005,96.59749141160064,104.46967388912759,76.0456484638935
Deaths,California,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,22.967345147577923,25.00065086314255,19.92632296166195
Deaths,Maine,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,28.84339721625478,31.9594814554045,24.53345084331781
Deaths,Colorado,Both,All Ages,Chronic respiratory diseases,Rate,2005,52.34284129290743,56.371317919296665,42.9678339183379
Deaths,District of Columbia,Both,All Ages,Chronic respiratory diseases,Rate,2004,39.517102878108396,49.07568925706848,33.90102323837551
Deaths,Ohio,Both,All Ages,Chronic respiratory diseases,Rate,2005,69.50427859012079,75.43815875337489,56.220511877372154
Deaths,Wyoming,Both,All Ages,Chronic respiratory diseases,Rate,2005,72.50126754388474,78.75473300275995,57.036452595798
Deaths,Kentucky,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,30.699535503348777,33.627850112612485,26.767427967869835
Deaths,Michigan,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,23.004149293632857,25.106912410300453,20.29954883723548
Deaths,Connecticut,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,28.59541280079232,31.964641266548337,24.021661869981017
Deaths,Pennsylvania,Both,All Ages,Chronic respiratory diseases,Rate,2004,67.89499773199321,73.30208017687463,58.10171801672106
Deaths,Delaware,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,22.52902547127435,24.662625174991216,20.003796964101397
Deaths,Maryland,Both,All Ages,Chronic respiratory diseases,Rate,2005,45.88114911028076,49.36385274294626,39.58125890674675
Deaths,Minnesota,Both,All Ages,Chronic respiratory diseases,Rate,2004,51.096646584181016,55.547158763063464,43.27496079183925
Deaths,Minnesota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,20.560974654462107,22.625226105176665,17.79434523083436
Deaths,Colorado,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,17.329679665703228,18.925325352290304,15.273593407920664
Deaths,Wisconsin,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,25.66774548481194,28.132429209974244,22.147080880834977
Deaths,Massachusetts,Both,All Ages,Chronic respiratory diseases,Rate,2005,56.43742745211933,61.84363311768455,46.509022905462174
Deaths,Oregon,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,20.20202131893872,22.07546413200385,17.750028259296272
Deaths,Colorado,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,17.55796360442486,19.14121316422618,15.45881098827468
Deaths,Connecticut,Both,All Ages,Chronic respiratory diseases,Rate,2005,54.949345592253785,60.364488616102726,45.33656515685248
Deaths,Connecticut,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,28.107518332094653,31.307575541483864,23.62785488629809
Deaths,Oklahoma,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,30.336859808580645,33.09044399481062,26.77908785653102
Deaths,Maine,Both,All Ages,Chronic respiratory diseases,Rate,2005,80.31248262383869,88.13194843824535,63.77604704552209
Deaths,South Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2004,61.48702092544692,66.01606825685772,51.919424199812525
Deaths,Oregon,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,19.56875477584727,21.376871906101485,17.200395104552495
Deaths,Florida,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,21.506484410159807,23.26105956149653,18.88540909932428
Deaths,Mississippi,Both,All Ages,Chronic respiratory diseases,Rate,2004,65.97408402311675,70.61397526187883,55.92449782154603
Deaths,Mississippi,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,30.783670911043206,33.51998531341235,27.46949751468013
Deaths,Florida,Both,All Ages,Chronic respiratory diseases,Rate,2004,68.55714991321268,74.14906277498729,57.1238021251781
Deaths,Delaware,Both,All Ages,Chronic respiratory diseases,Rate,2005,58.56419074178463,63.75048087604169,48.43038493045197
Deaths,Delaware,Both,All Ages,Chronic respiratory diseases,Rate,2004,56.84096870234996,61.6414214323965,47.53260127861145
Deaths,Massachusetts,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,34.30797888233618,37.80442041521634,28.990531542540076
Deaths,Rhode Island,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,28.254923478169825,31.287418292902352,24.126370594881575
Deaths,Rhode Island,Both,All Ages,Chronic respiratory diseases,Rate,2004,58.05233200794085,63.43822090695653,49.67451206695028
Deaths,Maryland,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,24.24404775034475,26.327346234944454,21.613586450312
Deaths,Delaware,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,22.405397635096115,24.477463757369872,19.877609267062475
Deaths,Pennsylvania,Both,All Ages,Chronic respiratory diseases,Rate,2005,69.18296640313255,74.99051810512532,58.84166373733229
Deaths,District of Columbia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,26.282388336223825,29.29252283657684,22.27013665214798
Deaths,Michigan,Both,All Ages,Chronic respiratory diseases,Rate,2005,57.93906430884397,62.64671195274211,48.308220834093106
Deaths,South Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,24.695534178230595,26.995181798129053,22.237666625487527
Deaths,Montana,Both,All Ages,Chronic respiratory diseases,Rate,2004,78.30792019398153,85.4973981414323,61.53605048084041
Deaths,South Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,30.135705141804287,33.21552848632878,25.9834802002545
Deaths,Georgia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,23.697176466271884,25.56649836503629,21.448356956290464
Deaths,Georgia,Both,All Ages,Chronic respiratory diseases,Rate,2004,52.02225497846084,55.596111019435405,42.66602936645433
Deaths,District of Columbia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,27.47288001645118,30.71178769524494,23.014987226957174
Deaths,Minnesota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,20.27299225207497,22.291477166931738,17.420268014411874
Deaths,Massachusetts,Both,All Ages,Chronic respiratory diseases,Rate,2004,57.01167282362305,62.259032256046574,47.20103162141934
Deaths,Minnesota,Both,All Ages,Chronic respiratory diseases,Rate,2005,52.15628213155398,56.745707865854435,43.86316704678853
Deaths,Rhode Island,Both,All Ages,Chronic respiratory diseases,Rate,2005,58.66322339661275,64.1991679450814,49.26552159308154
Deaths,Tennessee,Both,All Ages,Chronic respiratory diseases,Rate,2004,63.71563231215986,68.415632520842,54.25059777831116
Deaths,Hawaii,Both,All Ages,Chronic respiratory diseases,Rate,2004,39.3932944545321,45.3540785005046,34.52836793052178
Deaths,Michigan,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,23.022660809686055,25.00807224644099,20.25863088160666
Deaths,Missouri,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,30.119864368759586,33.30303902955584,26.118516567285635
Deaths,Ohio,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,24.86483740622733,27.263742066564873,21.745462840605423
Deaths,South Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2004,63.563898709867495,68.49319370347038,55.93144436536352
Deaths,Florida,Both,All Ages,Chronic respiratory diseases,Rate,2005,69.10767023785932,74.75685089934372,56.95202302767181
Deaths,Rhode Island,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,27.92695645098907,31.18852427624683,23.711877788003708
Deaths,Hawaii,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,27.13293884460093,30.28156957061291,22.98064105096625
Deaths,Nebraska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,26.718205456430784,29.313209983114962,23.25968827787392
Deaths,Texas,Both,All Ages,Chronic respiratory diseases,Rate,2004,44.73320496149497,48.09758572864147,37.91697453418381
Deaths,Missouri,Both,All Ages,Chronic respiratory diseases,Rate,2005,66.81186861602016,72.22834310129811,55.33240045812134
Deaths,Georgia,Both,All Ages,Chronic respiratory diseases,Rate,2005,52.48096609121384,56.2376909775069,42.66636612988794
Deaths,Oregon,Both,All Ages,Chronic respiratory diseases,Rate,2005,64.69442960799812,70.089763703356,52.410225967377514
Deaths,Mississippi,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,30.887961741317422,33.53483810275597,27.64435161510932
Deaths,Georgia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,23.12540587219817,25.037126356173477,20.88104734927962
Deaths,South Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2005,64.80393537730939,69.55041484190329,56.75732400126656
Deaths,South Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,24.54000115280858,26.853856451124837,22.002334307448216
Deaths,Texas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,19.141606612432454,20.92797804633226,16.709671576465677
Deaths,Illinois,Both,All Ages,Chronic respiratory diseases,Rate,2004,51.08817060312811,55.02351783406432,44.16632707874123
Deaths,Idaho,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,21.46487533559896,23.516238732512555,18.90981003933585
Deaths,New Hampshire,Both,All Ages,Chronic respiratory diseases,Rate,2004,58.448567214619594,64.26981463823856,47.10264330234888
Deaths,Mississippi,Both,All Ages,Chronic respiratory diseases,Rate,2005,68.43575175216708,73.18105048562782,57.21435414545736
Deaths,Nebraska,Both,All Ages,Chronic respiratory diseases,Rate,2004,68.7632400982376,74.4847247525741,56.737269756842764
Deaths,Utah,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,19.693210502261522,21.400751066108228,17.71141794385488
Deaths,Hawaii,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,27.75467724997025,30.888475884642258,23.317400190201983
Deaths,Pennsylvania,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,30.54058721716028,33.622976579010476,26.428523692349483
Deaths,Montana,Both,All Ages,Chronic respiratory diseases,Rate,2005,81.03238870775512,88.54787944159564,63.24777950038744
Deaths,Tennessee,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,31.70358121746347,34.31926336416615,28.39300663028579
Deaths,Montana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,26.710845787152053,29.544914489233445,23.073928513991802
Deaths,District of Columbia,Both,All Ages,Chronic respiratory diseases,Rate,2005,41.34089718970639,50.963080985147606,35.240557659904574
Deaths,Idaho,Both,All Ages,Chronic respiratory diseases,Rate,2004,57.43253378210127,62.136048860636535,48.31793592756894
Deaths,Idaho,Both,All Ages,Chronic respiratory diseases,Rate,2005,59.14293544080069,64.10290118700554,48.79224959169581
Deaths,Missouri,Both,All Ages,Chronic respiratory diseases,Rate,2004,64.72336356799198,69.8563784761238,54.19224079079271
Deaths,Vermont,Both,All Ages,Chronic respiratory diseases,Rate,2004,64.11062056673292,70.55605452244146,51.67392358205494
Deaths,Nebraska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,26.009647303170645,28.47152828403565,22.58681692027912
Deaths,Tennessee,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,31.313516584124933,33.97958645958479,28.078299488434496
Deaths,Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2004,51.710616889523095,55.87762305034507,43.82837958469436
Deaths,New Jersey,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,24.132068714433252,26.33119915377597,21.07548687747318
Deaths,Tennessee,Both,All Ages,Chronic respiratory diseases,Rate,2005,65.16307121612252,70.04955718462085,54.996509331630286
Deaths,Indiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,24.400428988531655,26.907309292871126,20.977261371174162
Deaths,Nevada,Both,All Ages,Chronic respiratory diseases,Rate,2005,62.687525530313565,67.80953272161844,48.99742806099275
Deaths,Florida,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,20.778566516159994,22.53127952413347,18.121790462058954
Deaths,Indiana,Both,All Ages,Chronic respiratory diseases,Rate,2004,65.60342666839922,71.71477641753728,52.44202810560769
Deaths,Illinois,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,27.34253938346506,29.93147905474492,23.749496710724674
Deaths,South Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2005,63.39934140111408,68.24047161351406,52.87175073713689
Deaths,Missouri,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,30.01577966469891,33.06372789483385,26.007008207570966
Deaths,Texas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,19.194693554962644,20.970241411086096,16.730558974364925
Deaths,Nevada,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,21.559072482604666,23.289112214233693,19.83210532867188
Deaths,Utah,Both,All Ages,Chronic respiratory diseases,Rate,2004,38.093285580534335,40.850496927151546,34.13576248042285
Deaths,Montana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,26.34108228861184,29.095896854069228,22.678386096243248
Deaths,Hawaii,Both,All Ages,Chronic respiratory diseases,Rate,2005,40.04050436407624,46.28306115884644,34.691323070695
Deaths,Utah,Both,All Ages,Chronic respiratory diseases,Rate,2005,37.7903100533095,40.580788720127536,33.589206589688345
Deaths,South Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2005,29.88292814051754,32.90490199199221,25.73725277355173
Deaths,New Jersey,Both,All Ages,Chronic respiratory diseases,Rate,2004,47.343021411757256,51.40402663336013,41.88541325515675
Deaths,Nebraska,Both,All Ages,Chronic respiratory diseases,Rate,2005,69.33247132122828,75.21157250933692,56.104045698573294
Deaths,Vermont,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,20.031262398259873,22.314546504967577,17.30069985364837
Deaths,Nevada,Both,All Ages,Chronic respiratory diseases,Rate,2004,61.51593426389403,66.30458421451019,48.218518759460345
Deaths,Texas,Both,All Ages,Chronic respiratory diseases,Rate,2005,45.36378316880699,49.00525179808085,38.17656222043332
Deaths,New Hampshire,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,20.718857973951174,22.9009574440011,17.795993896267237
Deaths,Florida,Both,All Ages,Chronic respiratory diseases,Rate,2007,68.50843967547219,74.4145930559043,55.4350783028366
Deaths,District of Columbia,Both,All Ages,Chronic respiratory diseases,Rate,2007,41.943627314915254,52.24378342405213,35.83121513645298
Deaths,Montana,Both,All Ages,Chronic respiratory diseases,Rate,2007,81.85450421514112,89.81652953117039,62.63120760162321
Deaths,District of Columbia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,27.311897765286066,30.68555076190911,22.77744597844824
Deaths,Alabama,Both,All Ages,Chronic respiratory diseases,Rate,2006,79.46236745232092,85.88916111325922,63.65203137015228
Deaths,Nebraska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,25.217374758413072,27.599957445697306,21.910352751820692
Deaths,South Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2007,66.1769074275459,71.24031764852297,53.78250087375497
Deaths,Hawaii,Both,All Ages,Chronic respiratory diseases,Rate,2007,40.6750477955839,46.31017076167216,34.96448515980134
Deaths,Nevada,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,20.84245845293896,22.455139547382025,19.19040942259404
Deaths,Nebraska,Both,All Ages,Chronic respiratory diseases,Rate,2006,70.55940245230242,76.64126838172206,56.534411741172285
Deaths,Utah,Both,All Ages,Chronic respiratory diseases,Rate,2007,38.68145607376382,41.35444619412686,34.339871009408846
Deaths,Tennessee,Both,All Ages,Chronic respiratory diseases,Rate,2006,65.28443450567993,70.26815049939003,54.40388851746923
Deaths,Iowa,Both,All Ages,Chronic respiratory diseases,Rate,2006,68.97661636295143,74.59530377478146,57.62914679116753
Deaths,Vermont,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,18.467287931400946,20.38478857902823,15.979425614671223
Deaths,Iowa,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,31.425338180318445,34.80056541911565,27.189319323580126
Deaths,Alaska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,9.87142391503808,10.71899321901346,8.888500979201439
Deaths,Florida,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,18.91973248190887,20.604521692370103,16.396341216045176
Deaths,Vermont,Both,All Ages,Chronic respiratory diseases,Rate,2007,64.16351949260559,70.7429516491675,50.89947841276399
Deaths,Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2007,52.67249123334479,56.97083246744648,43.53064721516222
Deaths,Kansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,29.961698858742785,33.0719686506491,25.719115375469357
Deaths,South Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,28.03487138056271,30.98154798751055,24.243657343754627
Deaths,Hawaii,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,28.488967264026286,31.831665285710635,23.700924702985695
Deaths,Texas,Both,All Ages,Chronic respiratory diseases,Rate,2006,45.69239441686644,49.38457425367469,38.12361740433512
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,27.06238079602967,29.625763914293252,23.468434565224477
Deaths,Idaho,Both,All Ages,Respiratory infections and tuberculosis,Rate,2007,19.534957034297616,21.456177922858572,17.149014806761503
Deaths,Nevada,Both,All Ages,Chronic respiratory diseases,Rate,2007,58.95739765012946,63.87443020342908,45.977970888455665
Deaths,Alaska,Both,All Ages,Chronic respiratory diseases,Rate,2006,32.424662023598465,35.71710468314016,26.242042015224715
Deaths,New Hampshire,Both,All Ages,Chronic respiratory diseases,Rate,2007,61.27817355885487,67.89596129096799,47.89417820787812
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2006,59.9592695882822,64.8425607844447,48.17237780271512
Deaths,Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2006,52.288009018318284,56.37133307952835,43.55603962032239
Deaths,Idaho,Both,All Ages,Chronic respiratory diseases,Rate,2006,59.65485975670382,64.56549067166709,49.251378959417224
Deaths,Arizona,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,22.775714859134347,24.582311575035238,20.25385082783856
Deaths,Nebraska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2006,25.575823871536244,28.099651859115834,22.262414081206927
